Kasthuri.jpg,Dr.N.Kasthuri,Professor& Head,https://sites.google.com/a/kongu.edu/kasthuri/
Dr.G.Murugesan.jpg,Dr.G.Murugesan,Professor ,https://docs.google.com/document/u/0/d/e/2PACX-1vQQKXGt7Aa5-aC9nvdohiPY8L5UXSzXvvjNoF_YJz8KeTaGLgtB81hOo5mV9X2l_g/pub?pli=1
Dr.T.Meeradevi.jpg,Dr.T.Meeradevi,Professor,https://sites.google.com/a/kongu.edu/meeradevi-ece/
P. NIRMALA DEVI.jpg,Dr.P.Nirmaladevi,Professor,https://sites.google.com/a/kongu.edu/p-nirmala-devi/
D.Malathi.jpg,Dr.D.Malathi,Professor,https://sites.google.com/a/kongu.edu/malathid-ece/
Dr.P.Sivaranjani.jpg,Dr.P.Sivaranjani,Professor,https://sites.google.com/a/kongu.edu/psivaranjani/
S.Maheswaran.jpg,Dr.S.Maheswaran,Associate Professor ,https://sites.google.com/a/kongu.edu/maheswaran-s-ece/
Dr.S.Sasikala.jpg,Dr.S.Sasikala,Associate Professor ,https://sites.google.com/a/kongu.edu/sasikala-s-ece/
M.JosephAuxiliusjude.jpg,Dr.M.Joseph Auxilius Jude,Associate Professor ,https://sites.google.com/a/kongu.edu/jude/
vijayalakshmi.jpg,Dr.J.Vijayalakshmi,Associate Professor ,https://sites.google.com/a/kongu.edu/j-vijayalakshmi/
K.SenthilKumar.JPG,Dr.K.Senthilkumar,Associate Professor ,https://sites.google.com/a/kongu.edu/ksenthilkumar-ece/
A ARULMURUGAN.jpg,Dr.A.Arulmurugan,Associate Professor ,https://sites.google.com/a/kongu.edu/arulmurugan-ece/
K.Manoj Senthil.JPG,Dr.K.Manoj Senthil,Associate Professor ,https://sites.google.com/a/kongu.edu/manojsenthil/
K.Kavin Kumar.jpg,Dr.K.Kavin Kumar,Associate Professor ,https://sites.google.com/a/kongu.edu/kavin/
G.Deepa.jpg,G.Deepa,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/deepa-g/
N.S.Kavitha.jpg,N.S.Kavitha,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/n-s-kavitha/
A.Chandrasekaran.jpg,A.Chandrasekaran,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/chandru/
Vibin Mammen Vinod.jpg,Vibin Mammen Vinod,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/vibin-mammen-vinod-ece/
MEKALA.V.jpg,V.Mekala,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/mekala-v-ece/
B VIVEK.jpg,B.Vivek,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/vivek-ece/
anbumani.jpg,V.Anbumani,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/anbumani-ece/
Preethi.S.jpg,S.Preethi,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/preethi-s/
A.Vennila.jpg,A.Vennila,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/vennila-ece/
sathesh.jpg,S.Sathesh,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/sathesh-ece/
ramyea.jpg,R.Ramyea,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/r-ramyea/
suthagar.jpg,S.Suthagar,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/suthagar-s/
RPK.jpg,R.P.Karthik,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/rpkarthik/
thirunavukarasu.jpg,G.Thirunavukkarasu,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/gthirunavukkarasu/
M.Pavithra.jpg,Dr.M.Pavithra,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/m-pavithra-ece/
sivapriya.jpg,Dr.G.Sivapriya,Assistant Professor Sr.G,https://sites.google.com/a/kongu.edu/sivapriyaece/
P.Pavithara.jpg,P.Pavithara,Assistant Professor ,https://sites.google.com/a/kongu.edu/pavithara-p-ece/
P.Gowri.jpg,P.Gowri,Assistant Professor ,https://sites.google.com/a/kongu.edu/gowri-ece/
INDHUMATHI N.jpg,N.Indhumathi,Assistant Professor ,https://sites.google.com/a/kongu.edu/indhumathi-ece/
B BANUMITHRA.jpeg,B.Banumithra,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vQllkAOc8Ps39a0LjmWW3o0sn-KfvjUmmcbGdIMOiZTQl2642PIVXFu0G7Ddg3e4A/pub
ramesh.jpg,M.Ramesh,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vRD6RSMZZgttPEDJCJiXU_slhkQ7xD1Nj6cjiiUIyrnGC5yHuWf5eqkM5sAcEyagw/pub
ponkarthika.jpg,M.Ponkarthika,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vTLZw4_N6eLuyIZ-mLGhZR7dd-WLT3Pd7ZMNN4A_R-R6eT5wLkBXS14BvnK0wxw8A/pub
ABINAYA.jpg,B.Abinaya,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vR-HgTy_Aser3hT0SXyJN32CkTrqSZqUxx1LjbFfzW7iDPbHqQ8TkRwV2xFfPzpNw/pub
Saranya.png,M.Saranya,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vRsd5pFTk0suAZpJj5nbU_0BLaVPfHWXYsA4zaiyPP6J9EDHi1vtpm4cFdaJx5L0g/pub
Annapoorani.jpg,B.T.Annapoorani,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vRqnXEZWb3W4eL4Eoy08gH3u7Xej7ro1vDsuroC_hqdiQt8gur__O5dScRm8g444A/pub
S ARULMURUGAN.jpg,S.Arulmurugan,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vRznRF7pGItSWwCngIST_lfzIFL0E-fjCcOQUUF7Te8eHcklFnaEblUOMFiljLMDw/pub
ABIRAMI T.png,T.Abirami,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vQb6LeVKWAA8Yc8ZogkNRAgCvXpxk6MAPnyEFTuhaj10x89BmQ9mRnu5QJ2q97buA/pub
M Vignesh.jpg,M.Vignesh,Assistant Professor ,https://docs.google.com/document/d/e/2PACX-1vTZxKYAb3MhGEDYqq0fAo-_mlDlSOZC9CRToq7z3-TDKJRZ8zXXSIPL2G6fzl2xyA/pub
SUDHA S.JPG,Dr.S.Sudha,Assistant Professor,https://docs.google.com/document/d/e/2PACX-1vRrwOxfKkfSr_mgYpLTzFZtQ0uLipB11Qb3XrqyLRPIar_Ea-HPOaGgvKX_LI_e1Q/pub
Kodeeswari K.jpg,K.Kodeeswari,Assistant Professor,https://docs.google.com/document/d/e/2PACX-1vQ1EtLw8XMPIS0y7D1NSYPEcW8j45b-sJhUCnge1ssnqnhQTWlY6GrhXC1nuyTCxA/pub
